strategija,avtor,zbir,id zbira
Voiceless Voice,aagrippa,66be23f6ee2a4e3c811b419a.text,66be23f6ee2a4e3c811b419a
Voiceless Voice,NightPrimrose,66be2af565664c271da29673.text,66be2af565664c271da29673
Code Talker,lifepointaker,66be3f522b2c13f6e3ccf683.text,66be3f522b2c13f6e3ccf683
Evil Eye,0937,66be3f522b2c13f6e3ccf684.text,66be3f522b2c13f6e3ccf684
Infernoble Knight,Cluckalor,66be5d5282416c8ca8b677d6.text,66be5d5282416c8ca8b677d6
Ice Barrier,jAsh?!,66be7d120225693f73fcd9cd.text,66be7d120225693f73fcd9cd
Voiceless Voice,UBz,66beac9067ea47ded4ebd03b.text,66beac9067ea47ded4ebd03b
Centur-Ion,speedwagon,66bece7247034c37be807f7b.text,66bece7247034c37be807f7b
Dark Magician,ValuableTips,66bece7247034c37be807f7a.text,66bece7247034c37be807f7a
Voiceless Voice,Neo Zeed,66bece7247034c37be807f7c.text,66bece7247034c37be807f7c
Floowandereeze,Gustavo Heringer,66becf19fe6df1efc6594f8a.text,66becf19fe6df1efc6594f8a
Lunalight,josemquiroz,66becf19fe6df1efc6594f87.text,66becf19fe6df1efc6594f87
Snake-Eye Fire King,Denliner,66becf19fe6df1efc6594f88.text,66becf19fe6df1efc6594f88
Voiceless Voice,Kirex,66becf19fe6df1efc6594f89.text,66becf19fe6df1efc6594f89
Ice Barrier,burlappap,66becf690af492099bd3b72c.text,66becf690af492099bd3b72c
Vanquish Soul,Reijus,66becf690af492099bd3b72d.text,66becf690af492099bd3b72d
Bystial Runick,AndreaBezio,66becfc90af492099bd3cf8d.text,66becfc90af492099bd3cf8d
Snake-Eye Fire King,Valdo,66becfc90af492099bd3cf8c.text,66becfc90af492099bd3cf8c
Ice Barrier,Solid State Survivor,66bed017fe6df1efc6597ba4.text,66bed017fe6df1efc6597ba4
Yubel,Highwind,66bed017fe6df1efc6597ba5.text,66bed017fe6df1efc6597ba5
Endymion,ZayneJim,66bed017fe6df1efc6597ba3.text,66bed017fe6df1efc6597ba3
Floowandereeze,dvelshnef,66bed063fe6df1efc6599021.text,66bed063fe6df1efc6599021
Penguin,Shira,66bed063fe6df1efc6599020.text,66bed063fe6df1efc6599020
Rikka,Blackwing17,66bed063fe6df1efc6599023.text,66bed063fe6df1efc6599023
True Draco,Hermit,66bed063fe6df1efc6599022.text,66bed063fe6df1efc6599022
Marincess,Darius,66bed0cd47034c37be80dfcc.text,66bed0cd47034c37be80dfcc
Trap Monsters,Archimo,66bed0cd47034c37be80dfcf.text,66bed0cd47034c37be80dfcf
Ice Barrier,Weefiii,66bed0cd47034c37be80dfcd.text,66bed0cd47034c37be80dfcd
Ice Barrier,scme,66bed0cd47034c37be80dfce.text,66bed0cd47034c37be80dfce
Speedroid,qunnah,66bed0cd47034c37be80dfcb.text,66bed0cd47034c37be80dfcb
Rikka,Lyrog,66bed13e3d373f8a8086bc7e.text,66bed13e3d373f8a8086bc7e
Phantasm Spiral,Cyhyryth,66bed13e3d373f8a8086bc81.text,66bed13e3d373f8a8086bc81
Lyrilusc,MNMmythical,66bed13e3d373f8a8086bc80.text,66bed13e3d373f8a8086bc80
Ursarctic,athos,66bed13e3d373f8a8086bc82.text,66bed13e3d373f8a8086bc82
Virtual World,jerry05402,66bed13e3d373f8a8086bc7f.text,66bed13e3d373f8a8086bc7f
Rikka,makimada,66bed13e3d373f8a8086bc83.text,66bed13e3d373f8a8086bc83
Majespecter,Albert,66bed1e7ee7f55a372d11176.text,66bed1e7ee7f55a372d11176
Ursarctic,TruePower,66bed1e7ee7f55a372d11177.text,66bed1e7ee7f55a372d11177
Umi Control,grave-ts5270,66bed1e7ee7f55a372d11175.text,66bed1e7ee7f55a372d11175
Ice Barrier,ShaneVonShane,66bed1e7ee7f55a372d11178.text,66bed1e7ee7f55a372d11178
Rikka,Feeb,66bed1e7ee7f55a372d11179.text,66bed1e7ee7f55a372d11179
Rikka,anh,66bed271db3b976e18dcf82a.text,66bed271db3b976e18dcf82a
Paleozoic,Alán,66bed271db3b976e18dcf82c.text,66bed271db3b976e18dcf82c
Floowandereeze,GalaxiComic,66bed271db3b976e18dcf82d.text,66bed271db3b976e18dcf82d
Marincess,OstrichChild,66bed271db3b976e18dcf829.text,66bed271db3b976e18dcf829
Shark,Grisolent,66bed271db3b976e18dcf82e.text,66bed271db3b976e18dcf82e
Floowandereeze,Kurumii,66bed271db3b976e18dcf82b.text,66bed271db3b976e18dcf82b
Ghoti,Slayton,66bed271db3b976e18dcf82f.text,66bed271db3b976e18dcf82f
Marincess,Masteraga,66bed2c2db3b976e18dd0b3b.text,66bed2c2db3b976e18dd0b3b
Majespecter,TheShapestofSnatches,66bed2c2db3b976e18dd0b3c.text,66bed2c2db3b976e18dd0b3c
Dragunity Dragonmaid,Pyzlnar,66bed2c2db3b976e18dd0b3e.text,66bed2c2db3b976e18dd0b3e
Lyrilusc,V9N3SS9,66bed2c2db3b976e18dd0b3a.text,66bed2c2db3b976e18dd0b3a
Marincess,Esoteric,66bed2c2db3b976e18dd0b3d.text,66bed2c2db3b976e18dd0b3d
Majespecter,Oxitono,66bed2c2db3b976e18dd0b3f.text,66bed2c2db3b976e18dd0b3f
Ice Barrier,GeneralBobo,66bed33bfe6df1efc659e675.text,66bed33bfe6df1efc659e675
Ice Barrier,goopstack,66bed33bfe6df1efc659e674.text,66bed33bfe6df1efc659e674
Speedroid,Quariongandrax,66bed33bfe6df1efc659e671.text,66bed33bfe6df1efc659e671
Paleozoic,Greenreimu,66bed33bfe6df1efc659e672.text,66bed33bfe6df1efc659e672
Windwitch,Blake,66bed33bfe6df1efc659e673.text,66bed33bfe6df1efc659e673
Shark,Ultimatesd,66bed9b20af492099bd4eb58.text,66bed9b20af492099bd4eb58
Shark,shapular,66bed9b20af492099bd4eb5a.text,66bed9b20af492099bd4eb5a
Phantasm Spiral,Muzi,66bed9b20af492099bd4eb5b.text,66bed9b20af492099bd4eb5b
Floowandereeze,Dulie,66bed9b20af492099bd4eb59.text,66bed9b20af492099bd4eb59
Snake-Eye Fire King,Slabador,66bedacdfe630b5eedb2c241.text,66bedacdfe630b5eedb2c241
Majespecter,TimoKitsune,66bedafefe630b5eedb2d413.text,66bedafefe630b5eedb2d413
Paleozoic,iJuno,66bee7980225f6ab182363ca.text,66bee7980225f6ab182363ca
Floowandereeze,Neonjavier,66bee8bf7230d6e771672882.text,66bee8bf7230d6e771672882
Icejade,Nickless,66bef2d0331dc4cf9816374e.text,66bef2d0331dc4cf9816374e
Floowandereeze,Mr. X0007,66bef3c6331dc4cf981653f7.text,66bef3c6331dc4cf981653f7
Paleozoic,Pogrume,66bef61d47034c37be84d33d.text,66bef61d47034c37be84d33d
Floowandereeze,#７５４ 𝙕𝙊𝙍𝙊𝘼𝙍𝙆,66befbe547034c37be85a8c3.text,66befbe547034c37be85a8c3
SPYRAL,saintie,66beffbf47034c37be8628d8.text,66beffbf47034c37be8628d8
Resonators,☯Felhyphe☯,66bf00a2770c4e062cdb76d4.text,66bf00a2770c4e062cdb76d4
Purrely,ThomasGraduated2020,66bf0ffd770c4e062cdda8a9.text,66bf0ffd770c4e062cdda8a9
Phantasm Spiral,กระรอกจะกินแมว♡,66bf1052770c4e062cddc0e8.text,66bf1052770c4e062cddc0e8
Speedroid,Toasty_Dubstep,66bf115293ef4e73a0bd4b4c.text,66bf115293ef4e73a0bd4b4c
Blind Second,mayora13,66bf25dea8069160c6ce92cc.text,66bf25dea8069160c6ce92cc
Paleozoic,HoroNoRingo,66bf2731ede2ef7405f3dc7e.text,66bf2731ede2ef7405f3dc7e
Zoodiac,kenn¥,66bf28fa0ba6cb58adb9e0ff.text,66bf28fa0ba6cb58adb9e0ff
Labrynth,Pogrume,66bf32f6d82ba019eef1bd13.text,66bf32f6d82ba019eef1bd13
Centur-Ion,涛涛锟锟BILIBILI,66bf34584cf08b2f6b7091b3.text,66bf34584cf08b2f6b7091b3
Ice Barrier,Atlen,66bf35847823ff9d487d85ed.text,66bf35847823ff9d487d85ed
Endymion,Sergio,66bf3c08d82ba019eef2d926.text,66bf3c08d82ba019eef2d926
Branded,Imperm,66bf3ef2b55aa0d20ba7df7e.text,66bf3ef2b55aa0d20ba7df7e
Floowandereeze,really bad meme,66bf411fb15434169cf43cc3.text,66bf411fb15434169cf43cc3
Stun,Thunderlight8,66bf4ae522a81f519d384001.text,66bf4ae522a81f519d384001
Plunder Patroll,Onibushou,66bf4cf46951657fec74b79a.text,66bf4cf46951657fec74b79a
Marincess,Beast Mode B,66bf4f148c3d267b7d9c0594.text,66bf4f148c3d267b7d9c0594
Gishki,spudd_dud,66bf4f148c3d267b7d9c0593.text,66bf4f148c3d267b7d9c0593
Ice Barrier,xMirko777x,66bf524d22a81f519d392f5c.text,66bf524d22a81f519d392f5c
Lyrilusc,fmproductions,66bf524d22a81f519d392f5b.text,66bf524d22a81f519d392f5b
Paleozoic,NonamedPleb,66bf63158c3d267b7d9e90d3.text,66bf63158c3d267b7d9e90d3
Majespecter,GadgetBug,66bf63158c3d267b7d9e90d4.text,66bf63158c3d267b7d9e90d4
Yubel,CheckThisOut,66bf63b13b792d9aa3606f0c.text,66bf63b13b792d9aa3606f0c
Rescue-ACE,TypicalArsenal,66bf8019ae1c24cb28d62410.text,66bf8019ae1c24cb28d62410
Spright,rateapple,66bf8179ae1c24cb28d65c40.text,66bf8179ae1c24cb28d65c40
Purrely,JSol/∆,66bf82c33b792d9aa364aa42.text,66bf82c33b792d9aa364aa42
Penguin,Albion Online,66bf846fa9b0908fa1126d03.text,66bf846fa9b0908fa1126d03
Ursarctic,Tenpai dragon zhongdora,66bf88b9ae1c24cb28d73d19.text,66bf88b9ae1c24cb28d73d19
Ice Barrier,luchomi,66bf88b9ae1c24cb28d73d1a.text,66bf88b9ae1c24cb28d73d1a
Speedroid,hykzqwmx,66bf88b9ae1c24cb28d73d1b.text,66bf88b9ae1c24cb28d73d1b
Rikka,Ka’Jin,66bf88b9ae1c24cb28d73d1c.text,66bf88b9ae1c24cb28d73d1c
Paleozoic,Wotan,66bf88b9ae1c24cb28d73d1d.text,66bf88b9ae1c24cb28d73d1d
Ghoti,Deepsea Darew,66bf88b9ae1c24cb28d73d1e.text,66bf88b9ae1c24cb28d73d1e
Gusto,qunnah,66bf88b9ae1c24cb28d73d1f.text,66bf88b9ae1c24cb28d73d1f
Ghoti,Tidal,66bf88b9ae1c24cb28d73d20.text,66bf88b9ae1c24cb28d73d20
Phantasm Spiral,fylliphh,66bf88b9ae1c24cb28d73d21.text,66bf88b9ae1c24cb28d73d21
Vaalmonica,seto27308,66bfaec458be5599caef04f9.text,66bfaec458be5599caef04f9
Infernoble Knight,fmproductions,66bfaf9557174cf35c779fe5.text,66bfaf9557174cf35c779fe5
Stun,Joey,66bfaf9557174cf35c779fe6.text,66bfaf9557174cf35c779fe6
Marincess,Kanzaki,66bfafde57174cf35c77b320.text,66bfafde57174cf35c77b320
Ghoti,chrislordx,66bfafde57174cf35c77b321.text,66bfafde57174cf35c77b321
Burn,KnightQuack,66bfafde57174cf35c77b322.text,66bfafde57174cf35c77b322
Ritual Beasts,Azzurri,66bfafde57174cf35c77b323.text,66bfafde57174cf35c77b323
Voiceless Voice,Mr.Darus,66bffbbe93bbc2a58aab308f.text,66bffbbe93bbc2a58aab308f
Pendulum Magician,Adagio,66bffbbe93bbc2a58aab3090.text,66bffbbe93bbc2a58aab3090
Runick Spright,Alertic,66bffc10ed89f297706dae26.text,66bffc10ed89f297706dae26
Resonators,Ben Sh0w,66bffc10ed89f297706dae27.text,66bffc10ed89f297706dae27
Gishki,Dj Darr,66bffd3bf4ac318c551826e5.text,66bffd3bf4ac318c551826e5
Ice Barrier,Jheneveve,66bffd3bf4ac318c551826e6.text,66bffd3bf4ac318c551826e6
Majespecter,Bishop_Breloom,66bffd3cf4ac318c551826e7.text,66bffd3cf4ac318c551826e7
Phantasm Spiral,grifjo06,66bffd3cf4ac318c551826e8.text,66bffd3cf4ac318c551826e8
Majespecter,Beast Mode B,66bffe0793bbc2a58aab7afc.text,66bffe0793bbc2a58aab7afc
Floowandereeze,ライ,66bffe0893bbc2a58aab7afd.text,66bffe0893bbc2a58aab7afd
Majespecter,quickpy01,66bffe0893bbc2a58aab7afe.text,66bffe0893bbc2a58aab7afe
@Ignister,biggiecheese707,66c030ee6aacf693090f1dfa.text,66c030ee6aacf693090f1dfa
Ogdoadic,Drew,66c0325289008bf037315b8f.text,66c0325289008bf037315b8f
Shark,supreme king this cat,66c032d96aacf693090f63d0.text,66c032d96aacf693090f63d0
Windwitch,zzxcustard,66c032d96aacf693090f63d1.text,66c032d96aacf693090f63d1
Ursarctic,Mu,66c032d96aacf693090f63d2.text,66c032d96aacf693090f63d2
Floowandereeze,kloyzther,66c032d96aacf693090f63d3.text,66c032d96aacf693090f63d3
Lyrilusc,The Letter J,66c032d96aacf693090f63d4.text,66c032d96aacf693090f63d4
Yubel,MarffyBlast,66c0b4631f49e009afe1b923.text,66c0b4631f49e009afe1b923
Memento,ルート(root),66c0b4918616fcba715447a5.text,66c0b4918616fcba715447a5
Phantasm Spiral,maximvhaeren,66c0bae9f09caba1e94afd77.text,66c0bae9f09caba1e94afd77
Yosenju,rmk,66c0bae9f09caba1e94afd78.text,66c0bae9f09caba1e94afd78
Ice Barrier,Minearm,66c0bae9f09caba1e94afd79.text,66c0bae9f09caba1e94afd79
Yubel,Steak,66c0bb2f1264aba1bdbfc5d0.text,66c0bb2f1264aba1bdbfc5d0
Voiceless Voice,Pancha,66c0bb2f1264aba1bdbfc5d1.text,66c0bb2f1264aba1bdbfc5d1
Voiceless Voice,Yuuki 勇騎,66c0bb2f1264aba1bdbfc5d2.text,66c0bb2f1264aba1bdbfc5d2
Purrely,ropesnake,66c0bb9b1264aba1bdbfe1e4.text,66c0bb9b1264aba1bdbfe1e4
Voiceless Voice,ANNA__MAN,66c0bb9b1264aba1bdbfe1e5.text,66c0bb9b1264aba1bdbfe1e5
Stun,Esquivar,66c0bb9b1264aba1bdbfe1e6.text,66c0bb9b1264aba1bdbfe1e6
Snake-Eye Fire King,萝卜carrot,66c0bb9b1264aba1bdbfe1e7.text,66c0bb9b1264aba1bdbfe1e7
Majespecter,WhoIsShyShen,66c0bbe61264aba1bdbff9e6.text,66c0bbe61264aba1bdbff9e6
Floowandereeze,RonaldReagan,66c0bbe61264aba1bdbff9e7.text,66c0bbe61264aba1bdbff9e7
Icejade,Kuxeii,66c0bbe61264aba1bdbff9e8.text,66c0bbe61264aba1bdbff9e8
Superheavy Samurai,Oishii,66c0bc81c1699c733d05ca6d.text,66c0bc81c1699c733d05ca6d
Yubel,zach_5art5,66c0bd335ce1a904d325f221.text,66c0bd335ce1a904d325f221
Yubel,ShinigamiChaser,66c0da32662cf54997fe97f7.text,66c0da32662cf54997fe97f7
Swordsoul Tenyi,Shul💞,66c0da67efcb2cd1541ec319.text,66c0da67efcb2cd1541ec319
Stardust Bystial,mainländer,66c0e4e7bdc069533214c8ee.text,66c0e4e7bdc069533214c8ee
Yosenju,Rnck O,66c0eac0bdc0695332156c98.text,66c0eac0bdc0695332156c98
Ice Barrier,Zacsby,66c0eac0bdc0695332156c99.text,66c0eac0bdc0695332156c99
Ghoti,Finnished,66c10c25de7c54ef2094693b.text,66c10c25de7c54ef2094693b
Unchained,Dime,66c10c25de7c54ef2094693c.text,66c10c25de7c54ef2094693c
Centur-Ion,Rakudai,66c128b94eaaedf6e4d7783f.text,66c128b94eaaedf6e4d7783f
Ice Barrier,888Mega,66c128b94eaaedf6e4d77840.text,66c128b94eaaedf6e4d77840
HEROs,OmniReborn24,66c128b94eaaedf6e4d77841.text,66c128b94eaaedf6e4d77841
Floowandereeze,RonaldReagan,66c128b94eaaedf6e4d77842.text,66c128b94eaaedf6e4d77842
Stun,gesalt,66c12932471a9ebbf71a6fd6.text,66c12932471a9ebbf71a6fd6
Voiceless Voice,DavisMoore,66c12932471a9ebbf71a6fd7.text,66c12932471a9ebbf71a6fd7
Yubel,The Mute,66c12932471a9ebbf71a6fd8.text,66c12932471a9ebbf71a6fd8
Branded,aShyeera,66c12932471a9ebbf71a6fd9.text,66c12932471a9ebbf71a6fd9
Majespecter,DoReMikori,66c1474ad163ba2acbffe81e.text,66c1474ad163ba2acbffe81e
Yubel,AbdUllah,66c156ac3bfbe3bd06dc52a5.text,66c156ac3bfbe3bd06dc52a5
Ice Barrier,jaybugkit,66c15828c1c41e212fbc0de8.text,66c15828c1c41e212fbc0de8
Mikanko,Takafumi,66c15828c1c41e212fbc0de9.text,66c15828c1c41e212fbc0de9
Icejade,Drewkallos,66c15828c1c41e212fbc0dea.text,66c15828c1c41e212fbc0dea
Ghoti,Swamplord,66c15965ba3d97a4d8c5756c.text,66c15965ba3d97a4d8c5756c
Majespecter,True Calamities,66c15965ba3d97a4d8c5756d.text,66c15965ba3d97a4d8c5756d
Marincess,Otakuma,66c15965ba3d97a4d8c5756e.text,66c15965ba3d97a4d8c5756e
Majespecter,heiituaku,66c15a5d1c7db8e9705b3b06.text,66c15a5d1c7db8e9705b3b06
Ghoti,Kataphrut94,66c15a5d1c7db8e9705b3b07.text,66c15a5d1c7db8e9705b3b07
Speedroid Windwitch,Jvno,66c15a5d1c7db8e9705b3b08.text,66c15a5d1c7db8e9705b3b08
Icejade,DoReMikori,66c15a5d1c7db8e9705b3b09.text,66c15a5d1c7db8e9705b3b09
Dragon Link,BlueFireFox,66c17ed7d7b473b9e863f8c5.text,66c17ed7d7b473b9e863f8c5
Unchained,yagamiken,66c17ed7d7b473b9e863f8c6.text,66c17ed7d7b473b9e863f8c6
Voiceless Voice,Yuuki 勇騎,66c17ed7d7b473b9e863f8c7.text,66c17ed7d7b473b9e863f8c7
HEROs,OmniReborn24,66c17f19d7b473b9e8640b47.text,66c17f19d7b473b9e8640b47
Voiceless Voice,CosmicCat,66c17f19d7b473b9e8640b48.text,66c17f19d7b473b9e8640b48
Galaxy Photon,Kanimize,66c17f19d7b473b9e8640b49.text,66c17f19d7b473b9e8640b49
Yubel,Kartoshka,66c17f4d94f3c4671773ff60.text,66c17f4d94f3c4671773ff60
Floowandereeze,RonaldReagan,66c17f4d94f3c4671773ff61.text,66c17f4d94f3c4671773ff61
Ice Barrier,Schwi 02,66c1fd65adbb3e94038629f4.text,66c1fd65adbb3e94038629f4
@Ignister,Senses,66c1fe791e1865869f3ac84e.text,66c1fe791e1865869f3ac84e
Yubel,THE PRO,66c1fe791e1865869f3ac84f.text,66c1fe791e1865869f3ac84f
Branded,Dragnoud,66c1ff7badbb3e94038677ed.text,66c1ff7badbb3e94038677ed
Ice Barrier,᲼᲼,66c229cc55b9162878b1f59f.text,66c229cc55b9162878b1f59f
Burn,TruePower,66c229cc55b9162878b1f5a0.text,66c229cc55b9162878b1f5a0
Marincess,Sofke,66c229cc55b9162878b1f5a1.text,66c229cc55b9162878b1f5a1
Gishki,thefroggo,66c229cc55b9162878b1f5a2.text,66c229cc55b9162878b1f5a2
Paleozoic,Sergay,66c229cc55b9162878b1f5a3.text,66c229cc55b9162878b1f5a3
Phantasm Spiral,sarracenia,66c229cc55b9162878b1f5a4.text,66c229cc55b9162878b1f5a4
3-Axis,iNZane_23 YT,66c229cc55b9162878b1f5a5.text,66c229cc55b9162878b1f5a5
Lyrilusc,Sʚmiɞtikʚɞ,66c229cc55b9162878b1f5a6.text,66c229cc55b9162878b1f5a6
Floowandereeze,Thrillington,66c229cc55b9162878b1f5a7.text,66c229cc55b9162878b1f5a7
Speedroid,9ArtsDragoon,66c229cc55b9162878b1f5a8.text,66c229cc55b9162878b1f5a8
Tearlaments,n,66c23b93cee9c37f17d193ab.text,66c23b93cee9c37f17d193ab
Speedroid,Dunk,66c23b93cee9c37f17d193ac.text,66c23b93cee9c37f17d193ac
Branded,VincentMo,66c23c8b4d46e7b69e360e43.text,66c23c8b4d46e7b69e360e43
Raidraptor,Lolimancer,66c23cce4d46e7b69e362247.text,66c23cce4d46e7b69e362247
Voiceless Voice,Dragnoud,66c23cce4d46e7b69e362248.text,66c23cce4d46e7b69e362248
Bystial Runick,Arrhenius,66c247cc3d85a10d27e22f65.text,66c247cc3d85a10d27e22f65
Yubel,Douma,66c248103d85a10d27e245f8.text,66c248103d85a10d27e245f8
Shark,BildSlash,66c248583d85a10d27e25f64.text,66c248583d85a10d27e25f64
Ghoti,Acuados,66c248583d85a10d27e25f65.text,66c248583d85a10d27e25f65
Ghoti,Gecko-chan,66c248583d85a10d27e25f66.text,66c248583d85a10d27e25f66
Centur-Ion,shadowo,66c2530c5608bcd9f13a7a4b.text,66c2530c5608bcd9f13a7a4b
Ninja,SoCalledAnte,66c268ca1b3b266639a89057.text,66c268ca1b3b266639a89057
Tearlaments,Aegis,66c2746c930825deb9dee457.text,66c2746c930825deb9dee457
Tearlaments,Nick,66c28be080c9a37552f356a3.text,66c28be080c9a37552f356a3
Stun,maximvhaeren,66c2bbcea48024ee285f1416.text,66c2bbcea48024ee285f1416
Tearlaments,Bear!,66c2bbcea48024ee285f1415.text,66c2bbcea48024ee285f1415
Tearlaments,! Sessho,66c3351b5da5dbb67dd51a4c.text,66c3351b5da5dbb67dd51a4c
Icejade,Deztacular,66c3351b5da5dbb67dd51a4e.text,66c3351b5da5dbb67dd51a4e
Ice Barrier,Denny,66c3351b5da5dbb67dd51a4d.text,66c3351b5da5dbb67dd51a4d
HEROs,EmirPhoenix,66c3462c1944cf5661dfa223.text,66c3462c1944cf5661dfa223
Raidraptor,unclecdas,66c34d1433b593fc25d29a0d.text,66c34d1433b593fc25d29a0d
Endymion,Shadow Spector,66c34daaac7b7aa30151bcac.text,66c34daaac7b7aa30151bcac
Mikanko,᲼,66c34daaac7b7aa30151bcad.text,66c34daaac7b7aa30151bcad
Ice Barrier,Dawning,66c34e730bf9dfbac90158f6.text,66c34e730bf9dfbac90158f6
Floowandereeze,funkyfresh,66c34e730bf9dfbac90158f5.text,66c34e730bf9dfbac90158f5
Penguin,koni,66c34e730bf9dfbac90158f7.text,66c34e730bf9dfbac90158f7
Lyrilusc,Bin,66c34e730bf9dfbac90158f4.text,66c34e730bf9dfbac90158f4
Paleozoic,ugly,66c34e730bf9dfbac90158f8.text,66c34e730bf9dfbac90158f8
Shark,KingpinFox,66c34f1b0bf9dfbac90174ed.text,66c34f1b0bf9dfbac90174ed
Paleozoic,pretends2know,66c34f7e0bf9dfbac9018a50.text,66c34f7e0bf9dfbac9018a50
Majespecter,Jaeger,66c34f7e0bf9dfbac9018a4d.text,66c34f7e0bf9dfbac9018a4d
Ice Barrier,DragoSlayzz,66c34f7e0bf9dfbac9018a4e.text,66c34f7e0bf9dfbac9018a4e
Floowandereeze,Soundumb,66c34f7e0bf9dfbac9018a4f.text,66c34f7e0bf9dfbac9018a4f
Rikka,Kurtwurt,66c34f7e0bf9dfbac9018a51.text,66c34f7e0bf9dfbac9018a51
Unchained,Mark,66c35a0833c011e989133269.text,66c35a0833c011e989133269
Ghoti,Dragnoud,66c35a4893154eb28c3e841a.text,66c35a4893154eb28c3e841a
Speedroid,Commander Keller,66c35a4893154eb28c3e841d.text,66c35a4893154eb28c3e841d
Ancient Warriors,Ankurupls,66c35a4893154eb28c3e8419.text,66c35a4893154eb28c3e8419
Gishki,perma,66c35a4893154eb28c3e841c.text,66c35a4893154eb28c3e841c
Paleozoic,Hamza AbdAllah,66c35a4893154eb28c3e841b.text,66c35a4893154eb28c3e841b
Live☆Twin Spright,Saucy Senpai,66c35c496167061186058912.text,66c35c496167061186058912
Centur-Ion,Shuyin,66c376b16167061186088ac8.text,66c376b16167061186088ac8
Plants,Ryuran,66c37fc65471211b426891f9.text,66c37fc65471211b426891f9
Snake-Eye Fire King,PanPan,66c3a7bcdd673506b5c1f3e1.text,66c3a7bcdd673506b5c1f3e1
Unchained,Beast Mode B,66c3a7bcdd673506b5c1f3e0.text,66c3a7bcdd673506b5c1f3e0
Shark,Eria Qreius,66c3a8a9dd673506b5c2233c.text,66c3a8a9dd673506b5c2233c
Ice Barrier,kentreezy,66c3a8a9dd673506b5c2233b.text,66c3a8a9dd673506b5c2233b
Ice Barrier,ThatChosky,66c3a8a9dd673506b5c2233d.text,66c3a8a9dd673506b5c2233d
Floowandereeze,Cerinu,66c3a8a9dd673506b5c2233e.text,66c3a8a9dd673506b5c2233e
Resonators,ckw81,66c3a8f1dd673506b5c2395d.text,66c3a8f1dd673506b5c2395d
Blind Second,Zirza,66c3ab8e3d2738cfb85d29f9.text,66c3ab8e3d2738cfb85d29f9
Dragunity,EdwinAW_14,66c3ab8e3d2738cfb85d29fa.text,66c3ab8e3d2738cfb85d29fa
Phantasm Spiral,Letonelli,66c3ab8e3d2738cfb85d29fb.text,66c3ab8e3d2738cfb85d29fb
Rikka,Sergay,66c3ab8e3d2738cfb85d29fc.text,66c3ab8e3d2738cfb85d29fc
Marincess,Makaveli,66c3cdcd53c67417b18a9b14.text,66c3cdcd53c67417b18a9b14
Ghoti,DFM415,66c3cdcd53c67417b18a9b15.text,66c3cdcd53c67417b18a9b15
@Ignister,Senses,66c3f1ca3628f79666d0b7b5.text,66c3f1ca3628f79666d0b7b5
Paleozoic,STBoi,66c3ffa11bc7d886cc9599c2.text,66c3ffa11bc7d886cc9599c2
Rikka,ThomasGraduated2020,66c421a3174bc50fa0652f1c.text,66c421a3174bc50fa0652f1c
Majespecter,nekoresi,66c421a3174bc50fa0652f1d.text,66c421a3174bc50fa0652f1d
Vanquish Soul,QuinnCrystal,66c4249eaf3febf3ba412c45.text,66c4249eaf3febf3ba412c45
Voiceless Voice,10percentmilk,66c4254eaaaa28f5fe78e09b.text,66c4254eaaaa28f5fe78e09b
Kashtira,Xalter,66c4254eaaaa28f5fe78e09c.text,66c4254eaaaa28f5fe78e09c
Yubel,KosmannewO,66c4254eaaaa28f5fe78e09d.text,66c4254eaaaa28f5fe78e09d
Branded,888Mega,66c4254eaaaa28f5fe78e09e.text,66c4254eaaaa28f5fe78e09e
